Module                              | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem | CUDA Mem  | FLOPs        | Parameters | Calls
   │  │  │  │  └── 1                | 1.071ms       | 4.217ms   | 7.584us        | 20.224us  | 0 b     | 307.50 Kb | 0 FLOPs      | 160.00     | 1    
   │  ├── 9                         |               |           |                |           |         |           |              |            |      
   │  │  └── block                  |               |           |                |           |         |           |              |            |      
   │  │  │  ├── 0                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.071ms       | 5.138ms   | 26.109us       | 87.030us  | 0 b     | 564.00 Kb | 5.77MFLOPs   | 14.72K     | 1    
   │  │  │  │  ├── 1                | 1.105ms       | 4.283ms   | 7.776us        | 20.736us  | 0 b     | 705.00 Kb | 0 FLOPs      | 368.00     | 1    
   │  │  │  │  └── 2                | 1.025ms       | 2.023ms   | 5.184us        | 6.912us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 1                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.056ms       | 5.189ms   | 9.600us        | 32.000us  | 0 b     | 705.00 Kb | 649.15KFLOPs | 1.66K      | 1    
   │  │  │  │  ├── 1                | 1.092ms       | 4.304ms   | 7.968us        | 21.248us  | 0 b     | 705.00 Kb | 0 FLOPs      | 368.00     | 1    
   │  │  │  │  └── 2                | 1.031ms       | 2.036ms   | 5.184us        | 6.912us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  └── 2                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.194ms       | 5.778ms   | 40.032us       | 133.440us | 0 b     | 246.00 Kb | 5.77MFLOPs   | 14.72K     | 1    
   │  │  │  │  └── 1                | 1.207ms       | 4.748ms   | 7.485us        | 19.960us  | 0 b     | 307.50 Kb | 0 FLOPs      | 160.00     | 1    
   │  ├── 10                        |               |           |                |           |         |           |              |            |      
   │  │  └── block                  |               |           |                |           |         |           |              |            |      
   │  │  │  ├── 0                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.096ms       | 5.288ms   | 26.016us       | 86.720us  | 0 b     | 564.00 Kb | 5.77MFLOPs   | 14.72K     | 1    
   │  │  │  │  ├── 1                | 1.082ms       | 4.265ms   | 7.680us        | 20.480us  | 0 b     | 705.00 Kb | 0 FLOPs      | 368.00     | 1    
   │  │  │  │  └── 2                | 1.015ms       | 2.004ms   | 4.992us        | 6.656us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 1                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.089ms       | 5.363ms   | 9.597us        | 31.990us  | 0 b     | 705.00 Kb | 649.15KFLOPs | 1.66K      | 1    
   │  │  │  │  ├── 1                | 1.153ms       | 4.536ms   | 8.064us        | 21.504us  | 0 b     | 705.00 Kb | 0 FLOPs      | 368.00     | 1    
   │  │  │  │  └── 2                | 1.025ms       | 2.022ms   | 5.088us        | 6.784us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  └── 2                   |               |           |                |           |         |           |              |            |      
